,r,init_binary,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9
31,31.0,-0.0009514243413332263,0.0008922036912764423,-0.0010998426476198895,-0.0008704197440228512,0.0009084316747431402,-0.0004918206710075965,-0.0005105629346743233,0.003420223114186863,-0.00015456564872605953,0.00016547706579556816,0.00032324845215735983
32,32.0,-0.0014498870613332208,0.0011668362450834833,-0.0013983189384048204,-0.001738954689306989,0.0005746278635629142,-0.0006715048174314276,-0.0003196915173358437,0.0029735877890861018,-0.0004114536305264589,0.00026334928089354184,-0.0005502129754523194
33,33.0,-0.0017372661759998433,0.0011377038916579175,-0.001112146701281755,-0.001296674695398848,0.00039893448377856206,9.402484384936128e-05,-0.0002433310412917342,0.0030334395669577964,-0.0005334442212320787,0.0007317393880833975,-0.0006581982112490509
34,34.0,-0.0006087203519353048,0.00022251899788513124,0.0009596958773233489,-0.000224786260086372,-0.0002115791674013401,0.0006640270955302757,-0.00027545525132540013,0.0014855636664615145,-0.0001486516304676022,-0.00031322394383925155,-2.0006069563999683e-05
35,35.0,-0.0017514509462717696,0.00046259559298143126,0.0005495761600883786,0.0004177144906609518,-0.0009556968724717337,-0.0004447881975064441,-0.0007841995438908037,0.000729322085210981,-0.0001207823669618115,0.00031998282913877507,-0.0006405847804241198
36,36.0,-0.0010559348053331566,-0.00010197842717927876,-0.00014576506041801503,-0.0009609046660631348,-0.002341006313757332,-0.0013779713754900286,-0.003308460989621575,0.0013444047018852205,-0.0006327333772258523,0.001373953874116228,-0.0015375801671985072
37,37.0,0.0005873655247978437,4.005820630454784e-05,0.0008151265323496792,0.00013938689361631479,-0.00023222976394799514,-0.0012391062705452828,-0.0002691989669233786,-0.0022433052198947284,-0.0006019282811619978,-0.0001939356276477739,-0.0019942586007743505
38,38.0,-0.00023595758933322427,0.0008421599150937462,-0.0005009639499952086,0.0009916775599771136,-0.0035513120209186132,-0.0009435125064575796,-0.0017897725575569258,-0.0001669414000832485,-0.0023462730563324936,2.546604923805005e-05,-0.0028405654750087825
39,39.0,0.000575485776309502,0.00037758431678851283,-0.000517086609552628,0.002140111035163348,0.00031022617791858956,-0.0008205571432717017,-0.0015619430956539363,-0.0013106562999529888,-0.001165383796757912,-0.0005709653723104415,-0.000596795324835007
40,40.0,-0.00040152697520574356,-0.0006874946907945965,-0.00020071582971521715,8.493260915963888e-05,-0.0023459875670406253,0.0008567408248440717,-0.0006599758290612706,-0.0006011438287276108,-0.0008933938730202544,0.00038312716782478367,-0.0006568837961111562
41,41.0,9.989508721036803e-05,0.00024174066236080425,-0.0007283679329748567,-6.712139443682738e-05,0.00024243196460640485,-0.000383445628902638,0.003518177847130397,-0.0003195074622129589,-0.00021103934093836263,-0.0008558815951172157,0.0011740381036703515
42,42.0,-0.0004072451413331433,-0.0016988732471414272,-0.0017075255791980054,0.0020983910342046224,0.003259744228412162,0.0009656634486941575,0.003763995335460048,-0.001992153277831971,0.00013693530694589188,0.0006603041791496305,0.0007067545640551663
43,43.0,7.784140800011178e-05,-0.0017353880327641165,-0.001147209304768421,0.0018606062349785122,0.002454688478301484,0.0006249815196150907,0.003908430950474684,-0.0013143888870266848,-0.0002782308059447596,-0.0004795749476743603,0.0008633812177205919
44,44.0,0.000985503061333487,-0.0018203631691942799,-0.0003463983012691826,0.0008058067530897913,0.001155691506700256,1.9372960343276507e-05,0.004445529323742245,-0.0007107185959611206,-0.0011206325488590761,-0.0004082102212206966,0.002641615307176915
45,45.0,-0.0002748257631675564,-0.00018343645522959248,0.0003559642968016012,-0.0011579777709738843,0.00021556317828618022,0.0006076275288133505,0.002002080441627584,-0.0007634895911846139,-0.000713105826729518,-6.574146499736178e-05,0.001956197806304357
46,46.0,0.0012773686613335368,-0.0008915262416135276,0.000742401529022341,-0.0028201597819293724,-0.0023697222858313836,4.725336493138487e-05,0.0034326295357498668,-0.0012359354630974769,-0.0017134269120981126,-0.0011447104006137654,0.0052524638361377786
47,47.0,0.00030237661866682603,-0.00017226980620697153,0.0011402763042245366,-0.004034200231420487,-0.0040703270685856574,0.00028263346610711153,0.004025856155766972,-0.0020895532937121757,-0.0006316394851645479,-0.0027225569943140123,0.006090948042297291
48,48.0,-0.0007267696639998065,0.0021115516022221204,0.00028880654377843587,-0.0030810469799375955,-0.005224214903936718,0.00046811461449009493,0.0031594172330195814,-0.002741126670277529,0.0014111770061851511,-0.0038253580189322174,0.004990474116734459
49,49.0,-0.0009217000106664664,0.0037370420785641806,-0.0014714315469570288,-0.0016513171027128886,-0.005348352341818136,0.001028983234960874,0.003248480017838684,-0.0028955770436421354,0.003207438936785848,-0.00325648136847278,0.0023539150556146364
50,50.0,-0.0009436220450215936,0.0002067893054498711,-0.0008223770034282728,0.0017949233491798555,-0.0010770488403275442,8.57993497905648e-05,0.00036411148329278234,-0.0017517997406597747,0.0015011737224801204,0.0006795963942920439,-8.132856575089973e-05
51,51.0,7.445822976742626e-05,0.001328958310099525,-0.00108269571843674,0.00012366574746611522,6.19545862131853e-05,-0.0004795166520661964,-0.00037108279354677274,-0.0009680268338898813,-7.703728145651889e-05,0.0005021492361579334,-0.0013794785200722498
52,52.0,-0.0004119010716257829,0.002351651629402571,-0.002660419097535833,0.0011452670046480438,0.0007343047079082247,0.0004403539959557846,-0.00024895972058456027,-0.0022023734169823576,0.0008578496772789754,0.000972463642728407,0.001517373344573454
53,53.0,-0.0013498173462162864,-0.0002774070636573867,-0.002603614486995665,0.0009337840319214682,0.001841640545321413,-0.00022937398250595642,0.0017779077868213039,-0.0025744935913133747,-0.0007617566959212316,0.003700276847057591,-0.0010085940843627117
54,54.0,-0.0015854493013331133,0.003211244626198167,-0.0021968943617146734,0.0025872665067156503,-0.0025431914262117462,0.0005788544736635694,0.005141485395636401,-0.003384418492624052,0.0015763030235968597,0.0025968495753199566,0.00044344589902499203
55,55.0,-0.0009380750500015955,-0.00038985679168982964,-0.00021555733315383016,0.001114771375100559,-0.002752600666201264,0.0010182375459170479,0.0007806423549788005,-0.001040501780928788,0.0015526224131365398,0.0019341306418436347,-0.002033010339763946
56,56.0,-0.00043499758933322985,0.002198231408926075,-0.0026290244411614626,0.0031473579218731437,-0.0020473869360265588,-0.000687577979608412,0.0051088693261211625,-0.004405131860915874,-0.0009654835968480795,0.002368302541766854,-0.0029831486418950303
57,57.0,-0.00017696870399988546,0.002900306938754571,-0.002401584003885195,0.0031970912168148213,-0.0038909019938280494,-0.0008180921793711686,0.004927934708459245,-0.004814011479182796,-0.0022781516895842464,0.0024671366497913175,-0.002672536156070089
58,58.0,0.0007022049376047963,0.0009926397673537361,-0.00190804896459713,0.0008146599602149987,-0.002723863500751019,-0.0015168163930857326,0.0026726992961766498,-0.0006618913716917959,-0.001737808255309738,0.00021829724409160923,0.0010072155442664354
59,59.0,-0.000262042282666535,0.001551280290020703,-0.0022672758004988296,0.0016237704254736826,-0.006643855310777758,-0.0021405933841832877,0.005390732030299492,-0.000745532841368582,-0.0025906379729359265,3.9089834359164093e-05,-0.002633942719427348
60,60.0,-0.0011672820824656037,0.0005540042344594684,0.0005286353349316001,-0.0012616231720740379,-0.003225085075776772,-0.002089727404066422,0.0012576711034564527,3.112183794041047e-05,-0.0017416683887979021,-0.0010945884503332176,-0.0009551666446701133
61,61.0,-0.0002043073373460401,-0.0007258538557103816,-0.00014897452490913768,-0.0014765220753774522,-0.0020552700274845495,-0.000669308489352745,0.00039984975543910003,0.0011075560889637246,-0.0009400608489507538,-0.00013783179904882438,-0.0008817117414506493
62,62.0,0.0008085886293335515,-0.002654406530345697,-8.414479359154582e-05,-0.00012275541552831222,-0.00381661052999484,-0.0004811515855420675,0.0011875966458407786,0.003494696694471593,-0.0012099463010730696,-0.0009788558880450041,-0.0019099324186014133
