,r,init_binary,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9
0,0.0,0.08199182745599795,0.06854519392289307,0.08177223753725758,0.07506979114433168,0.09134001549047979,0.07334834649048669,0.0936404469847113,0.08414126549777763,0.06699871108932401,0.08266259167103279,0.07698378421242863
1,1.0,0.05414164138665418,0.043601887721085815,0.05389446982940128,0.04864649503775202,0.06121660547984455,0.04700654392886193,0.06215855765002622,0.05554332360466508,0.04316179389928906,0.05413800138119036,0.04993044156938168
2,2.0,0.030240571733338214,0.022444957472643755,0.029832579853747425,0.02584594980666757,0.03523428544129705,0.025560856680620678,0.03512111488234797,0.03149414964061471,0.02330274627012764,0.03075387458113552,0.02811748712964795
3,3.0,0.013913749845334627,0.00983206051938754,0.01370500961714099,0.010609888158253724,0.016498828194739208,0.012358819764160605,0.016013471253257274,0.014030891440586706,0.009823654876011905,0.015538311182320429,0.014336914217614894
4,4.0,0.005710509055998992,0.0035354923497510184,0.006139411682153301,0.0037022308088994703,0.007012303173845949,0.007358576307952899,0.005581224464713769,0.005489955728884228,0.002513413751704364,0.007042220556275196,0.007429418491879807
5,5.0,0.0010328165525241221,0.001164903793601894,0.0030089398347335128,0.002017752490980272,0.0020223363452280233,0.003109039611320932,0.0020030565566421204,0.001676746513989883,-0.0005425674970416027,0.0025043342267976653,0.0031950261692381644
6,6.0,0.0016551598080000397,0.00018035737563163002,0.0018074016841220421,0.0004067604695151172,0.002472440341599394,0.0034218988959152036,6.705314300749998e-05,0.0020300825739198933,-0.0014411382603632217,0.0016593082714255923,0.0038923171972346515
7,7.0,0.0005173309440000526,-0.0006280572292268333,0.0008460911361898323,-0.0004067726216667351,0.0018053686291318307,0.0013121990692783001,0.0003740796877741684,0.0015659177698985948,-0.0017416913538847332,0.00037761474872234386,0.002945358340536651
8,8.0,-0.0006726830079999437,-0.0008949282037020644,0.00017040233290600956,-0.000851258231120244,0.0010772420757678626,9.564229524926222e-05,0.0006613735685051078,0.0021509223558532705,-0.001552891878422109,9.766562851801358e-05,0.002063007613911162
9,9.0,-0.0017470859946666058,-0.0006340300118192243,-0.00030594864890507015,-0.0006999287004090401,0.0013080199442865744,-0.00040293132649397496,0.0002697631865951394,0.0028473524517692284,-0.0008066513276373747,0.00013059795980050007,0.001033178373468759
10,10.0,-0.002488267494067729,-0.0018903921921497916,-0.00037244569471792333,0.00015072789714178745,-0.0001340993103642084,0.0012126789261306722,-1.0773500142260808e-05,0.0015438242152778405,-0.00046990174649014276,0.0007721855868166111,-0.0007581194516846277
11,11.0,-0.0019438919680000114,-0.00036904140565242785,-0.0006153132676711185,-0.00047834758034591136,0.003205185927849179,0.0004632922795245782,-7.481958320037446e-05,0.0025796636374803084,0.0006872831712827531,0.00024039265099500077,-0.0002185418669067912
12,12.0,-0.0004131785386665903,3.049339442322096e-05,-0.0004359839640788646,-0.0013760586268020262,0.0043433503860590165,0.0005311025015869815,0.0001078309034692704,0.0013928152288705518,0.001097251808863474,0.0005615169070238256,-0.0007583124983476787
13,13.0,4.943250448253e-05,4.779129857306118e-05,0.00027542031625634724,-0.0009593869417439198,0.0004940704856647808,0.0010079973021846424,0.0006384294905690923,0.0013802200743585915,0.000657578614063729,0.00023529305574388002,-0.0011854255831267575
14,14.0,0.0013092543146667815,0.0002574506264270945,-0.000685834634792268,-0.0017364975242201532,0.0035918588904970696,-0.0009335380202889831,0.0009098607677905038,-0.00031119230239144794,0.0010152928365014886,0.0023052121507341526,-0.0012311964712602287
15,15.0,-0.001551743124945313,0.0003420417648567886,0.0013297236794472254,0.0007659529270394366,-0.00043672538106184723,-0.0003590338493230794,0.0005242322704872824,0.0002935242731586995,-4.110498634475967e-05,0.00038306659539794714,-0.0014681357742691546
16,16.0,-0.0006271665493333039,-0.0007764313566289088,-0.0009578556911853747,-0.0012888523553078522,0.0016875207069629054,-0.0006747397202312365,-0.0006845963305275529,0.0005947384595183009,-0.0003913272367738901,0.001053744675115384,4.885165009433351e-06
17,17.0,-0.0011312235090006634,0.00010202525557510702,0.001026069063775927,-0.0008221256109785459,-0.0012565154042342595,-0.0005821937111850695,-0.0007016436962368925,0.00026445631140757544,0.000454774774276783,-0.00057435659386723,-0.00010394976186422995
18,18.0,-0.0011444998826665655,-0.0006452440174677151,-0.0015920339592564153,-0.0012986652178579006,-0.001170943672380085,0.0009132026095257058,-0.003528402784411129,0.0025835183000198986,-0.00021840454759179244,0.00026791727474202384,0.00026507853208986975
19,19.0,-0.0005144053759999049,-0.00039555983123342045,-0.0017884236687112037,-0.0016111966873739133,-0.0012168192605071751,0.0015472593560787544,-0.0036242334380127143,0.002995906431017099,0.0002550712351116453,-0.0014849163870956186,-4.323857119416708e-05
20,20.0,-0.0008266886223790978,-0.00015672422965734293,-0.0007162112017953126,0.0003378200689308207,0.0003430544978293755,-7.650802526149057e-05,-0.0004323820868124352,0.0019022167508364262,-0.00040382451859177174,-0.0019195651021982334,-0.00020277310378611792
21,21.0,-0.00037746107733324446,-0.000360548266784026,-0.0010073465444624984,-0.0019617036311549677,-0.0008187123382639105,0.0007331684811308984,-0.002339630690177263,0.0011497150784623828,9.529231327849456e-05,-0.002330222494281554,0.0009064302153472557
22,22.0,-0.000392206335999946,-0.0005483901526875154,-0.0011142684669797468,-0.0022450589994992966,-0.00024425582004095937,0.00019720025797739872,-0.002085616692269322,-0.0005527102426398791,-9.725124014280654e-05,-0.0018554172661750538,0.0017604384784118386
23,23.0,-0.00033637649066656293,-0.0009930398161900123,-0.0008418548960846744,-0.0023937296394046102,0.0004274154818696226,-0.00024695845859355595,-0.003076480058077888,-0.0014893993158815776,-0.0001670301107911509,-0.0011912389810426786,0.0010761410908178377
24,24.0,0.0006019966293333804,-0.0013705925889384706,0.0006116870655846365,-0.002132849675749141,-9.434079979517727e-05,-0.0002814462653018973,-0.004044059901105838,-0.0024387485008316515,-0.0006307270569695235,0.00042802065902734543,-3.909590265762413e-05
25,25.0,0.0002877544015073176,-0.00045461151744440053,0.00020995225492606028,-0.0007184721874648733,0.00022971572603041127,-0.0006150122497796356,-0.00162855323751649,-0.00023115364794985057,-0.0001352033842364368,-5.760324425958877e-05,-0.0002992282745290603
26,26.0,0.0012373769385929233,-8.777434829051033e-05,0.0015809928713622098,0.0003993960698485985,-0.0007007759831505025,-0.0006070197912866727,-0.0016330396220138551,-0.0005316886140704217,-0.00011193032086694455,0.00035311840174006074,-2.9930631957593047e-05
27,27.0,0.0017854225066668294,0.0008947908843871267,0.0016757914500791602,-0.0007916786614479931,0.0007117576049369304,0.001511557549409301,-0.0017818785197705534,-0.0006222606528349861,0.0009036340052261606,0.0026638756187796057,0.0007945441388342064
28,28.0,0.001036926976000196,0.0011914589349893995,-0.0002714766399939452,-0.0001471333927067754,0.0009213858685242562,0.001922544537307947,-0.0005122715272124445,0.0005146776532619007,0.0007519593534049191,0.0017197725177461605,0.002021322087712557
29,29.0,-0.0006778847184714753,-0.0005705024815936152,-0.001027520928167337,0.0017397859606679918,-0.001669768423863169,0.0021949783207559992,-0.000587065877074604,-0.0013226866040384005,-0.0013175121667886207,-0.0005226188666483694,0.00044485478340703906
30,30.0,-0.0005668491079295236,0.0004579858262428638,-0.001993858611383573,0.0005459851629432608,0.00047531469733699247,0.0005606025764946537,-0.0013654861926908543,-0.0007563292277246174,-0.0002541797401064336,0.0008538860808065492,0.00013912712637946824
