,r,init_binary,iter0,iter1,iter2,iter3,iter4,iter5,iter6,iter7,iter8,iter9
17,17.0,0.0006560840449646548,-0.0005189035124834065,0.0003847071322038501,0.0004038445675379582,8.144317559564962e-05,-0.0006266470703891496,-0.0002558950294797523,0.0006325387144846842,0.0003693868445071013,-0.000540840604204641,-8.075262352183723e-05
18,18.0,0.0024109906172843565,-0.0019273871697865984,-0.0007958371277819166,-0.000338987919123007,-0.0007434443406634527,-0.0014189374943042686,-0.002349641632801897,0.0005667168127641019,0.0016896230292181207,-0.00028821744426512594,-5.0219982382962035e-05
19,19.0,0.002157226666666799,-0.0012934057665744045,-0.0006664653200944638,-0.0015110131330103357,-0.00011135381226585996,-0.0017976167715213164,-0.003538706593893901,0.0015613266869620099,0.001898017849401341,-0.0009625075348809482,-0.0009001864397706137
20,20.0,-0.000437367608501225,-0.0002604358945698766,-0.0006720375120015575,0.0008742373325045249,0.0005197048963898552,-0.0016684853675900126,-0.0005163608072954819,-0.0005549896527842601,0.0004857718469830327,-0.00014609441161246843,-0.00048079056792236493
21,21.0,-0.0004884121810699761,-0.00010597405467956701,8.733265387248858e-05,0.0006119653498599894,0.001060795353569376,-0.0024806734244202113,-0.0007874983212408703,0.0001394653849432646,0.0012939781329223319,7.39737934375321e-05,-0.0013513921891499968
22,22.0,-0.001022820082304548,0.0009204209876741568,0.001679889155654551,0.00019982755318900672,-0.00048045962432262905,-0.002169077670590088,1.6630219690026e-05,0.0006534430742634475,0.0013080746289694414,0.0008002617262394791,-0.0006044735482969876
23,23.0,-0.0015270004938270467,0.0006248369090092435,0.0014311346090302654,0.00033169055198819,-0.001780197877181422,-0.0022382039706886334,-0.00048066864133296803,7.039498474286343e-05,0.0008651286971445312,0.0019482791491003946,-0.0005534102065815381
24,24.0,-0.0030162462551435996,0.0008698072755739981,-0.0002674822277089298,0.0002528145805287617,-0.0016236392755658833,-0.002195319027110865,-0.00123671840902188,-0.0015006303345422027,0.0005360581490766802,0.0023802115857807396,0.0002882028616830054
25,25.0,-0.00097528959164932,0.0007747892147602512,0.00034106003380184383,-0.00032915146015404716,-0.0005584961204343695,-0.00040439696565295946,-0.00017728174759819776,5.941853577064639e-07,-0.0002999345892994764,0.0009682238069818099,0.00011253110570661689
26,26.0,-0.001139567711827281,0.0008056609383160028,-0.0001687120311974506,-0.0005902067679874972,-0.0014814989400377852,-0.0007144446045644202,-0.00032607327875460476,-0.00013909176414388823,-0.0012327365245006926,0.00028210358413387795,-0.0005804795528562001
27,27.0,-0.0017431282304523005,-0.0003677447710590834,0.00036374792834369303,0.00045358757112510834,-0.002134179121151862,-0.0023638365612780113,-0.0011957000359552323,-0.001712255196664552,0.0007563742301411147,0.0010108597315378607,-0.0006368225762947402
28,28.0,-0.0004396641975308898,-0.0006020564853109671,0.0004153654081796138,0.0015214141597056211,-0.0025486610678982806,-0.0015913765278457576,-0.0011163938783233373,-0.0023933735813569342,0.001018609158718043,-0.0007838089279652454,0.0001702601527302953
29,29.0,-0.0012277248779862247,0.0005604498818143205,-7.200765471814835e-05,0.0018594509235972442,-0.0018273630469192123,-0.0007807868877269037,-0.0001591612647837139,-0.0018104633214365365,-0.0005430313662432284,0.0007330760916355338,-0.00029610479468553596
30,30.0,-0.0006146267437692695,-0.0003238464853229567,-0.00015051761599200845,0.000781837829484512,-0.0011076406008147333,-0.0004689823110051823,-0.0008694747706067227,-0.0005451956045008655,0.00016746257115207854,3.8469508684378745e-05,-0.0005564899716450682
31,31.0,-0.0014375163786008282,-0.0010832270105118932,-0.0008489784874492016,0.004011486058300899,-0.0004553326201186674,-0.0008718646348678475,0.0004118765254079458,-0.0019109805496885291,0.002845237977362389,-0.00013124323905922938,0.0008508924513521483
32,32.0,-0.002815533827160227,-0.0022738401557388737,-0.000851221774664967,0.003017889673560192,-0.001675906895521189,0.0002769438930729319,0.0010260037430669378,-0.0009907697942399352,0.0030781230289971487,0.0002770593385146772,0.0002246300949409336
33,33.0,-0.003390564609053218,-0.0035751484666057187,-0.0006312070669642694,0.002596363124435416,-0.0008345623898106485,-0.000691165783771589,0.0008580938164879465,-0.0005533409393162336,0.002563647101454558,-0.0005665673412972787,-0.0003892966122138841
34,34.0,-0.0029507699567810847,-0.001503476939268752,-0.0008017428031410816,0.001243708279897024,0.000507253735407243,0.0006544936688165774,-0.00039080023845895274,-0.0009833390506638953,-1.4031939187543237e-05,0.0002019989291261816,-0.00045649992214890245
35,35.0,-0.001175340474943439,-0.0001789476376475645,0.0006859795836595518,0.0006397650367732616,7.107611653170086e-05,0.0009066093254386987,0.0013112499457185421,0.0013349815683117005,0.0010943085256160633,0.0003440988116666788,-0.00013137348645310843
36,36.0,-0.0027937948971190917,4.328110372535928e-05,0.0009206628154940917,0.002494419938496231,-0.0003064578240639467,0.0018980579515020326,-0.0010095691730201636,0.001322645058935512,0.0009135440849904167,-0.0015923960933784062,0.0005729618035559031
37,37.0,-0.00041960362995030096,0.00031237086594183643,-7.164268404133564e-05,0.0015000176346239,-0.00011539105799253191,-7.874512277093476e-06,0.0007572591314203893,0.00016396941198033445,0.0004675804461425134,-0.0002964651480707673,0.00013548492343362447
